Genes	logFC	PValue	FDR
77_66	1.98453057528501	5.70247741904208e-07	1.07893757490367e-05
28082_1	-2.10903250853301	5.73719138949961e-07	1.08369133478499e-05
111_22	2.51601212067746	5.73795029972095e-07	1.08369133478499e-05
369_2	3.02072821406887	5.80597814480598e-07	1.0955514616483e-05
115_61	2.83300766809952	5.88120432184765e-07	1.10874729541943e-05
1218_1	2.88404994397339	5.89585279249572e-07	1.11050932319085e-05
47_41	-3.83021462146349	5.92956901367372e-07	1.11585645095594e-05
3_208	3.53101752263253	6.08362275528743e-07	1.14381937710498e-05
21_121	-2.14810734487272	6.23382030641993e-07	1.17100776966785e-05
62_11	-3.14222911729965	6.2551103069209e-07	1.17295792703535e-05
3362_1	-2.8807241396199	6.2554022654499e-07	1.17295792703535e-05
128_65	3.42299457206917	6.26210465172778e-07	1.17316441798245e-05
171_18	-2.09051478918198	6.27899115289552e-07	1.17527676226449e-05
370_7	-1.88647266129865	6.43678730448956e-07	1.20373669725477e-05
65_10	-3.01137419021173	6.47174552665624e-07	1.2076127892501e-05
199_4	1.84143178685416	6.47623401780892e-07	1.2076127892501e-05
129_80	4.72469286035266	6.47623620853069e-07	1.2076127892501e-05
214_17	-2.10862721335423	6.4805766298263e-07	1.2076127892501e-05
862_2	4.72129751811197	6.49706681679471e-07	1.20960946202458e-05
100_29	-2.77396923454652	6.62635900464134e-07	1.2319224031028e-05
2_238	-2.18172270374044	6.62867771924971e-07	1.2319224031028e-05
162_7	-2.43945319868324	6.6569425325298e-07	1.23607855801274e-05
46_40	3.98304978405406	6.6631125916205e-07	1.23612837228956e-05
37_11	-1.83408819860485	6.69486719996821e-07	1.24092029648968e-05
157_18	2.11103964549768	6.72819986726967e-07	1.24599598779808e-05
103_91	-2.79924712430071	6.81747613709463e-07	1.26141376052515e-05
1652_3	2.3790346449579	6.83309892208947e-07	1.26311248078609e-05
157_17	2.0074843866257	6.83932468222607e-07	1.26311248078609e-05
80_79	3.64081603684697	6.84474894099888e-07	1.26311248078609e-05
142_32	-2.31986810634801	6.8839195498572e-07	1.26922266700492e-05
1_297	1.88504768072581	6.98913592576659e-07	1.28748858368673e-05
5_240	-2.59651295014203	7.02580564791472e-07	1.29310632069924e-05
26_216	-2.13090891161876	7.08208653288856e-07	1.30232047788719e-05
13_159	-1.90628005020786	7.0937937721672e-07	1.30332903998283e-05
44971	2.49069088728326	7.29160095769515e-07	1.33849765169961e-05
21_240	6.00420800217981	7.49150076085046e-07	1.37398847141868e-05
115_17	-2.33666377662855	7.58910291407718e-07	1.39067157073794e-05
144_24	-2.05064422730931	7.67985894778417e-07	1.40607207745926e-05
504_2	6.18920761907436	7.73646917107084e-07	1.41519953526706e-05
42_71	-2.3307537744766	7.76245699132145e-07	1.41871432533358e-05
44_28	-1.94101993048194	7.9002148512216e-07	1.44263295604914e-05
112_29	-2.03548205468624	7.99365725837959e-07	1.45842466268955e-05
770_2	12.2698666423887	8.01543952834186e-07	1.46112603064509e-05
42_22	7.8777709902849	8.02279733211253e-07	1.46119556627041e-05
29_176	-2.17884079874009	8.04202111650346e-07	1.46342425964522e-05
3_400	-1.79477584359902	8.20719706599301e-07	1.49218526516687e-05
80_84	2.03504874432628	8.24519214567777e-07	1.4977931438961e-05
36_109	1.89677611805721	8.2871162329649e-07	1.50410441507322e-05
141_10	-1.89605563286336	8.31779728113226e-07	1.50836592253953e-05
64_98	-4.61663891095096	8.3559744776272e-07	1.51397824769811e-05
5_160	-1.98375803420046	8.45538055937176e-07	1.53038562750944e-05
648_1	-1.9777989401315	8.46114374149405e-07	1.53038562750944e-05
70_118	1.95819052092001	8.55313798523689e-07	1.54569003538211e-05
49_85	-1.99098028483236	8.58330224746778e-07	1.54980401356218e-05
47543	-4.23412159024999	8.60952290909634e-07	1.55319946021553e-05
5_58	-2.86236373144977	8.64046941314182e-07	1.55744089378877e-05
60_58	2.16864652211162	8.85150808406569e-07	1.59410865710022e-05
53_67	-2.39842246602399	8.88811332166736e-07	1.59932588936704e-05
12_105	2.63306939063865	8.91601820611321e-07	1.60178825987644e-05
450_3	-2.48241641802649	8.91709291485287e-07	1.60178825987644e-05
170_17	-2.86169583768474	8.95107057617819e-07	1.6065139093235e-05
85_27	-2.73741339296466	8.98860821506457e-07	1.61054084072751e-05
150_54	-2.27951718883189	8.98888633473604e-07	1.61054084072751e-05
3_358	-2.01523543557066	9.03916551016591e-07	1.61816514196944e-05
153_7	1.8029316003806	9.19056452243354e-07	1.64386314195022e-05
42_136	-2.10263732329149	9.212119875523e-07	1.64631272007534e-05
97_5	3.70049770196134	9.22648620096223e-07	1.64747445421274e-05
31_35	-2.77564082022961	9.35957324027549e-07	1.66981483405085e-05
119_71	2.05798587177204	9.45663208209299e-07	1.68569496986755e-05
3525_1	-3.50283658446661	9.54061377988395e-07	1.69921901037134e-05
684_1	2.11390058510409	9.73266607994041e-07	1.73195149570392e-05
32_24	2.34877369725851	9.77282383366535e-07	1.73762135141019e-05
43_115	-1.91464039544624	9.85962493706128e-07	1.75156780582484e-05
6_7	-2.28298344936858	9.91588056025749e-07	1.7600687994457e-05
5_77	-1.94229015512216	1.01505146580212e-06	1.80019076640351e-05
21_173	2.17148988841583	1.02123831311631e-06	1.80963083487488e-05
53_51	3.82668612567936	1.03359472924049e-06	1.82997815756061e-05
22_48	2.33812741310871	1.04531236067933e-06	1.8491610975024e-05
59_52	-1.93763766914111	1.04727565792029e-06	1.8507181520602e-05
62_29	-1.99874175801839	1.04795976526302e-06	1.8507181520602e-05
39_83	-5.44198454940915	1.06258417999808e-06	1.87496425021565e-05
56_82	8.03015270769717	1.06560488700031e-06	1.87871164631494e-05
48_211	-1.89792426508737	1.07441576648247e-06	1.89265250033434e-05
17_62	-2.00254268463584	1.08046745763924e-06	1.90171352102974e-05
77_29	10.1191779539584	1.08166908021266e-06	1.90222996515988e-05
39_81	-2.42431991946559	1.08601252299516e-06	1.90826613205819e-05
7_34	-2.63346953106774	1.09850764162903e-06	1.9286037346119e-05
48_116	1.95075667069475	1.10518680494525e-06	1.93870499410203e-05
17_164	6.54391760843405	1.12294728838944e-06	1.968211795424e-05
29_121	-2.40873008826934	1.13668913247093e-06	1.98932604392629e-05
1383_1	-1.87249272440892	1.13689342305073e-06	1.98932604392629e-05
27_198	2.08384110944545	1.14375498910359e-06	1.99966179021492e-05
12_270	-1.90339954613577	1.1480551597665e-06	2.0055058649966e-05
25_48	2.8829132484731	1.1699743167635e-06	2.04209267205095e-05
46986	6.40044290133314	1.17647775993745e-06	2.05173411173105e-05
27_142	1.76817272688259	1.18899736296162e-06	2.07184274269809e-05
34_141	-2.40263487737192	1.19646003156791e-06	2.08311349635826e-05
97_90	2.14892266360018	1.20774578461123e-06	2.10101623410981e-05
53_131	-1.99680183229639	1.23630842151809e-06	2.14891949283787e-05
217_15	1.95522803799222	1.23948385058236e-06	2.15103202312746e-05
13_220	8.33278671369772	1.23957777603955e-06	2.15103202312746e-05
6_303	-5.16006157606011	1.26867549214766e-06	2.19970266415833e-05
74_65	4.17061132507664	1.27956665088056e-06	2.21675132363054e-05
9_102	-1.95409601055455	1.28756591744397e-06	2.22876596205487e-05
40_16	-1.86337606198991	1.29914176441146e-06	2.24694667676283e-05
129_23	2.10936039818496	1.30298232003177e-06	2.25172976015391e-05
215_11	-3.01261479396523	1.31964520504421e-06	2.27680325686328e-05
113_50	-1.86192560733619	1.31966538736311e-06	2.27680325686328e-05
44940	-5.07176609067936	1.35399098153215e-06	2.3341021488223e-05
87_89	-2.90574034284697	1.36258936026053e-06	2.34699294002112e-05
29_110	-2.38369694568562	1.37488204535306e-06	2.36622057846506e-05
150_2	-1.98048312935103	1.38605331694288e-06	2.38348823672977e-05
129_27	2.01570797783656	1.40202720914463e-06	2.40769213414841e-05
953_2	-2.15777975712937	1.40242750234474e-06	2.40769213414841e-05
10_57	1.91339948775523	1.40406671494575e-06	2.40853213304985e-05
11_21	-2.27565953189768	1.41832571612364e-06	2.43100099216119e-05
92_51	-3.02399840070207	1.43084986507722e-06	2.45046201341311e-05
53_114	1.81076023775491	1.44976153572373e-06	2.4808215168083e-05
151_33	1.92334625366499	1.45781531499663e-06	2.49256667531465e-05
64_88	-2.34320107253873	1.46201157949248e-06	2.49770249041355e-05
561_1	5.46338642337327	1.47182879689208e-06	2.51196686988125e-05
74_53	-2.2189839763032	1.47275975947203e-06	2.51196686988125e-05
9_154	-1.89429718366941	1.47791852911937e-06	2.51871469425592e-05
23_44	-2.35612276293024	1.50539924252347e-06	2.56346236867106e-05
79_58	-2.18975316465115	1.51447277890953e-06	2.57681822536638e-05
13_129	-3.71761357179792	1.51750842961973e-06	2.57988750473906e-05
75_58	-4.89035331039311	1.53429190579714e-06	2.60630526901226e-05
344_2	-1.83582102870662	1.54070837397159e-06	2.61508402697204e-05
55_27	-2.03394704113858	1.55274493186369e-06	2.63337996744008e-05
21_172	6.99952077506105	1.5571234253592e-06	2.63674350957449e-05
1525_1	-1.75041551729375	1.55724598775061e-06	2.63674350957449e-05
9_282	-2.24628175820048	1.55943232646207e-06	2.63831260724945e-05
276_3	-3.76665275735684	1.56845257402369e-06	2.65143173227815e-05
6_218	1.974826582069	1.64362868005747e-06	2.77627441159707e-05
85_115	-1.94781056362299	1.66053875363678e-06	2.80257729209689e-05
21_82	-2.03237454810615	1.71805835120808e-06	2.89732143043907e-05
648_2	2.39163105317615	1.72333810350808e-06	2.90388709396433e-05
3458_2	-1.84276988194188	1.72784109948977e-06	2.9091343913837e-05
31438	2.58619283812598	1.75137598083382e-06	2.94639115811762e-05
25_49	2.88878004628537	1.75389382643668e-06	2.94825892413453e-05
150_21	-2.69415185305778	1.77303491760058e-06	2.9769266361108e-05
128_66	3.49131478003354	1.77379061440261e-06	2.9769266361108e-05
1_232	-3.4704424956938	1.77534731887204e-06	2.97715369045436e-05
34934_2	-2.06418318829412	1.78453073431107e-06	2.99015969841163e-05
47404	2.47198035048323	1.79335751927511e-06	3.00254782104054e-05
6_161	-4.28554071965921	1.80797803894243e-06	3.02460862824675e-05
1_13	-1.87148193899573	1.82619574708211e-06	3.05264724043374e-05
79_25	4.34783675196871	1.84159889351695e-06	3.07594009766448e-05
3_253	2.03043954353806	1.86609116181158e-06	3.11436489116682e-05
26340_2	1.89704023637163	1.87519938917589e-06	3.12707414062811e-05
21_234	6.0030592885394	1.88688577727391e-06	3.14405907756579e-05
6_224	-2.98889129803561	1.89528732987175e-06	3.15554794309728e-05
25_64	5.53440232551613	1.90596970324881e-06	3.17081298129837e-05
127_53	-1.75136792720417	1.91836243598946e-06	3.18889692236502e-05
66_104	-2.02702843356103	1.92610271927009e-06	3.19922454045298e-05
39_95	-2.0123643975113	1.93315557081827e-06	3.20692634661077e-05
46053	-1.73860191171651	1.9338018504509e-06	3.20692634661077e-05
665_2	1.98316269096427	1.9605816052395e-06	3.2475253049105e-05
69_12	5.69032126816853	1.96138434505218e-06	3.2475253049105e-05
110_41	2.56699485169829	1.9669685682543e-06	3.25196181096504e-05
190_15	5.26804062739668	1.96716906874801e-06	3.25196181096504e-05
27_241	2.90461126317795	1.98930353568013e-06	3.28595919202052e-05
166_14	-2.22197710998465	2.01717208672419e-06	3.32936716756803e-05
52_61	2.68803825528933	2.03261987277235e-06	3.35222230198559e-05
166_36	-2.20120333630514	2.03999471586511e-06	3.36173794837095e-05
34_82	3.06649079228974	2.04248157578377e-06	3.36318998465339e-05
80_38	1.95132022877658	2.09581261145187e-06	3.44644420003926e-05
669_4	-2.76301202862246	2.096333211196e-06	3.44644420003926e-05
11_34	1.80212749236079	2.11093248338751e-06	3.46772398937658e-05
175_4	-2.0651869355481	2.11359753051508e-06	3.46938089942306e-05
19_164	5.95696730133662	2.11740046624049e-06	3.47290154780008e-05
1120_1	-3.29377145724341	2.12737042764656e-06	3.48652375642075e-05
162_15	-2.3544210480437	2.1354330020894e-06	3.49700111249121e-05
91_16	-1.82814387638918	2.14154417852006e-06	3.50426897024239e-05
71_13	1.85376372837343	2.15424138381423e-06	3.52229397220836e-05
161_30	-1.86354257568234	2.20915031527879e-06	3.60925533178739e-05
106_14	1.87867002059748	2.2214145089692e-06	3.62646351444739e-05
231_9	-1.91722841313341	2.23136632309511e-06	3.63987286894291e-05
81_151	-2.40597095138879	2.24275312331415e-06	3.65560032434357e-05
13_235	1.82990264302736	2.27095503069958e-06	3.69868997807176e-05
25_134	2.55376855190036	2.27834246800038e-06	3.70783861633783e-05
5_215	-1.93465677696381	2.28208546840034e-06	3.71104659438239e-05
111_33	-1.89883635637362	2.29623143621757e-06	3.73115340819061e-05
112_53	-2.14346832161805	2.32262337299673e-06	3.77111213545865e-05
131_5	-3.85238377096967	2.32502179718633e-06	3.77208222634142e-05
129_74	3.23908657932807	2.36368927088185e-06	3.83184766088393e-05
42_21	6.30783958903688	2.39441025422461e-06	3.8767920855732e-05
50_25	-1.86512555011749	2.39598088896379e-06	3.8767920855732e-05
28082_5	-2.68717048982205	2.39696622144535e-06	3.8767920855732e-05
180_22	-2.14200885007535	2.40063588396417e-06	3.8797313726566e-05
200_7	5.19698028352563	2.41389823172119e-06	3.89815716757134e-05
1_421	2.62726502215088	2.43721043966283e-06	3.93277139127411e-05
82_16	1.72047999447991	2.4550544013905e-06	3.95851535312733e-05
21_142	-2.08574968825276	2.48156002474835e-06	3.99817497833494e-05
14_40	-2.96930608467189	2.50900696511887e-06	4.03792292606428e-05
9_260	1.72179459912957	2.51008624957541e-06	4.03792292606428e-05
18_207	3.10872001292768	2.51883279887729e-06	4.04888357425056e-05
97_82	-2.02015009311158	2.55427428650136e-06	4.10270513272784e-05
39304	3.06358379562651	2.58433515811261e-06	4.14780842043438e-05
3_165	3.50322720413267	2.61535647689641e-06	4.19438295624773e-05
40_39	-2.57331580059844	2.62314254242177e-06	4.20365115157031e-05
127_25	-2.20917281603768	2.6365805917827e-06	4.22195569532787e-05
19_150	-1.91721173214067	2.67747759763633e-06	4.28416869996126e-05
113_30	-2.03735520494333	2.71850865352595e-06	4.34650104947336e-05
82_19	2.00356702910973	2.74992447457382e-06	4.39306385036977e-05
43262	7.39976274789056	2.75182610249947e-06	4.39306385036977e-05
8_74	3.06661806763526	2.77671707169842e-06	4.4294241482653e-05
26_145	-2.02287234269549	2.78223709185944e-06	4.43485204634673e-05
41_56	-2.39899577592465	2.80266905715989e-06	4.46402307241171e-05
53_6	-1.84046032559025	2.80955755008792e-06	4.47159444426988e-05
51_136	1.84988192779846	2.83547022378086e-06	4.5094095548284e-05
30_74	3.91272902858074	2.87012207176076e-06	4.55880757930183e-05
200_19	-2.19481907299715	2.87088431468088e-06	4.55880757930183e-05
27_143	1.69540352008785	2.91782394220938e-06	4.6298350355739e-05
157_25	1.96821452124173	2.94129448730191e-06	4.66354375749723e-05
9_17	-1.75141774576623	2.94709893488037e-06	4.66921234425638e-05
23_45	-2.4203584672138	2.9582287675871e-06	4.68330321520119e-05
145_21	4.90535163473645	2.97800835877564e-06	4.71105627451328e-05
16_106	-7.06716273575485	2.99342908719576e-06	4.73187714953323e-05
15_115	-1.89648394238714	2.99944815538521e-06	4.73781610969405e-05
4_63	-2.07229478700341	3.02123991559994e-06	4.76864129858634e-05
112_94	-2.25996022327588	3.03776012175773e-06	4.79110585468491e-05
29_49	5.43030180852013	3.09833370253442e-06	4.87929618094247e-05
99_20	2.572737888458	3.09833560308116e-06	4.87929618094247e-05
87_114	2.84909995065886	3.10172738841184e-06	4.88096770475476e-05
6_263	-1.76659292187671	3.1112062667063e-06	4.89220835256483e-05
78_38	-1.97809168640556	3.11412607541659e-06	4.8931260802401e-05
27_234	-2.42055286435305	3.13230141779559e-06	4.91799499218355e-05
26_101	-3.45851616435353	3.14512731117551e-06	4.93443382266451e-05
129_76	1.95130305814565	3.14935548360385e-06	4.93736905719182e-05
55_134	-2.42539540012169	3.18021112860566e-06	4.98201361919564e-05
44_36	-1.74511178898286	3.22886847737554e-06	5.05445816581695e-05
37_164	-1.93452827097126	3.2478262023125e-06	5.08033755096605e-05
48_194	-1.99730873419043	3.2872744667677e-06	5.13820624674995e-05
3_514	3.43593837484099	3.30525275534627e-06	5.16245480691482e-05
21_106	-1.8164302957024	3.31653908124942e-06	5.17622288053421e-05
55_139	-3.83818263729036	3.36930317109922e-06	5.25465784949167e-05
74_84	-3.04854410397836	3.37454990280095e-06	5.25587084697894e-05
174_12	-2.11100861027892	3.37733402445489e-06	5.25587084697894e-05
7_228	2.33939656000973	3.37760905229585e-06	5.25587084697894e-05
768_2	-3.36665826162737	3.39058109071544e-06	5.272139639572e-05
151_25	3.10850176967502	3.44976277695582e-06	5.36018407739909e-05
56_91	-1.73105741920925	3.5402080397288e-06	5.49663879852629e-05
9_28	-1.76864654044745	3.5657610904993e-06	5.53221229929687e-05
3_3	2.35171480170773	3.6147031861527e-06	5.60399394774007e-05
233_7	-2.01355290928163	3.64350964816782e-06	5.64447556071561e-05
45436	-2.70295400245792	3.65239143852657e-06	5.65405311751212e-05
123_32	-3.53359595220449	3.75076953813324e-06	5.80205819617435e-05
49_106	-2.72751165437624	3.78113746378579e-06	5.84471765158623e-05
4_213	-6.94422684326889	3.81565063072015e-06	5.8937169956072e-05
157_45	-2.40261434060002	3.8339895980669e-06	5.91767959701631e-05
106_15	1.74530064552503	3.88336446723041e-06	5.9894748723226e-05
59_85	-2.89996625688224	3.89212487914085e-06	5.9985692121858e-05
36665	-1.87759976491622	3.912563943964e-06	6.0244180053849e-05
1008_1	-2.49766463768991	3.91659557762274e-06	6.0244180053849e-05
32_14	-4.28924981741575	3.91752557810181e-06	6.0244180053849e-05
36_119	-2.07621318751798	3.9523801898887e-06	6.07355855298744e-05
31093_6	6.38033997938682	4.01354105563002e-06	6.16302180426472e-05
1086_1	-3.69428325084857	4.08594377790381e-06	6.26960384089343e-05
27_131	-2.17487984357116	4.09157010198272e-06	6.27325641003526e-05
195_4	-2.80473488525139	4.09431440082034e-06	6.27325641003526e-05
107_31	1.93803954020251	4.22473366910577e-06	6.46835136691669e-05
62_2	1.7753470208074	4.2610788441994e-06	6.51889561160626e-05
111_16	-3.0142611777966	4.26397087032732e-06	6.51889561160626e-05
130_27	2.74298402628528	4.29015839487984e-06	6.55414789064612e-05
3_13	3.33057064158129	4.29456918643766e-06	6.55610434474758e-05
5_89	2.42513842984347	4.34917332063839e-06	6.63462747274371e-05
2044_1	-2.596747880748	4.36378422204765e-06	6.65207136323057e-05
28_87	-4.91446909923695	4.36819079454946e-06	6.65394590486097e-05
61_39	-2.07645669661285	4.45702731503841e-06	6.78433409254937e-05
541_5	-2.73726456093808	4.49225486895067e-06	6.83299043065881e-05
6_328	1.98369128710611	4.53748229362422e-06	6.89677551813927e-05
3_414	-2.07841183679442	4.54334809752612e-06	6.90068353173928e-05
21_145	2.11426035535942	4.60361931685776e-06	6.987159897941e-05
43223	2.07429663224669	4.64093896451293e-06	7.03870142011031e-05
44_92	-1.91049761427705	4.66077592273388e-06	7.06367233731266e-05
209_31	1.83393036565991	4.71450254352357e-06	7.13904213274495e-05
125_9	11.2045085706942	4.71732361504846e-06	7.13904213274495e-05
129_38	-4.58666287446608	4.7251644617888e-06	7.14574510123945e-05
48_105	2.43129259577703	4.73243229555063e-06	7.15157246971918e-05
2_25	-1.72987524496952	4.75418549263218e-06	7.17926569164967e-05
52_111	1.75179533123476	4.77016158058214e-06	7.19820131882513e-05
